hemLocationId,maritalStatusId,dependants,incomeRangeId,weeklyValue
12,married,1,13,1482
12,married,2,13,1551
12,married,3,13,1645
12,single,0,13,1132
12,single,1,13,1233
12,single,2,13,1359
12,single,3,13,1485
12,married,0,14,1420
12,married,1,14,1504
12,married,2,14,1573
12,married,3,14,1667
12,single,0,14,1154
12,single,1,14,1256
12,single,2,14,1382
12,single,3,14,1508
13,married,0,1,623
13,married,1,1,725
13,married,2,1,793
13,married,3,1,903
13,single,0,1,337
13,single,1,1,450
13,single,2,1,570
13,single,3,1,706
13,married,0,2,623
13,married,1,2,725
13,married,2,2,793
13,married,3,2,903
13,single,0,2,353
13,single,1,2,450
13,single,2,2,570
13,single,3,2,706
13,married,0,3,640
13,married,1,3,725
13,married,2,3,793
13,married,3,3,903
13,single,0,3,369
13,single,1,3,467
13,single,2,3,586
13,single,3,3,706
13,married,0,4,665
13,married,1,4,750
13,married,2,4,819
13,married,3,4,903
13,single,0,4,395
13,single,1,4,492
13,single,2,4,612
13,single,3,4,732
13,married,0,5,705
13,married,1,5,790
13,married,2,5,859
13,married,3,5,944
13,single,0,5,435
13,single,1,5,533
13,single,2,5,653
13,single,3,5,774
13,married,0,6,766
13,married,1,6,851
13,married,2,6,920
13,married,3,6,1005
13,single,0,6,496
13,single,1,6,595
13,single,2,6,715
13,single,3,6,836
13,married,0,7,855
13,married,1,7,939
13,married,2,7,1008
13,married,3,7,1095
13,single,0,7,585
13,single,1,7,684
13,single,2,7,805
13,single,3,7,927
13,married,0,8,931
13,married,1,8,1015
13,married,2,8,1084
13,married,3,8,1172
13,single,0,8,662
13,single,1,8,761
13,single,2,8,883
13,single,3,8,1005
13,married,0,9,1009
13,married,1,9,1093
13,married,2,9,1162
13,married,3,9,1251
13,single,0,9,741
13,single,1,9,840
13,single,2,9,963
13,single,3,9,1085
13,married,0,10,1061
13,married,1,10,1145
13,married,2,10,1214
13,married,3,10,1304
13,single,0,10,793
13,single,1,10,892
13,single,2,10,1015
13,single,3,10,1139
13,married,0,11,1125
13,married,1,11,1209
13,married,2,11,1278
13,married,3,11,1368
13,single,0,11,857
13,single,1,11,957
13,single,2,11,1081
13,single,3,11,1204
13,married,0,12,1239
13,married,1,12,1324
13,married,2,12,1392
13,married,3,12,1484
13,single,0,12,973
13,single,1,12,1073
13,single,2,12,1198
13,single,3,12,1322
13,married,0,13,1411
13,married,1,13,1495
13,married,2,13,1564
13,married,3,13,1658
13,single,0,13,1146
13,single,1,13,1247
13,single,2,13,1373
13,single,3,13,1499
13,married,0,14,1434
13,married,1,14,1518
13,married,2,14,1587
13,married,3,14,1681
13,single,0,14,1168
13,single,1,14,1269
13,single,2,14,1396
13,single,3,14,1522
14,married,0,1,623
14,married,1,1,725
14,married,2,1,793
14,married,3,1,903
14,single,0,1,337
14,single,1,1,450
14,single,2,1,570
14,single,3,1,706
14,married,0,2,623
14,married,1,2,725
14,married,2,2,793
14,married,3,2,903
14,single,0,2,353
14,single,1,2,450
14,single,2,2,570
14,single,3,2,706
14,married,0,3,640
14,married,1,3,725
14,married,2,3,793
14,married,3,3,903
14,single,0,3,369
14,single,1,3,467
14,single,2,3,586
14,single,3,3,706
14,married,0,4,665
14,married,1,4,750
14,married,2,4,819
14,married,3,4,903
14,single,0,4,395
14,single,1,4,492
14,single,2,4,612
14,single,3,4,732
14,married,0,5,705
14,married,1,5,790
14,married,2,5,859
14,married,3,5,944
14,single,0,5,435
14,single,1,5,533
14,single,2,5,653
14,single,3,5,774
14,married,0,6,766
14,married,1,6,851
14,married,2,6,920
14,married,3,6,1005
14,single,0,6,496
14,single,1,6,595
14,single,2,6,715
14,single,3,6,836
14,married,0,7,855
14,married,1,7,939
14,married,2,7,1008
14,married,3,7,1095
14,single,0,7,585
14,single,1,7,684
14,single,2,7,805
14,single,3,7,927
14,married,0,8,931
14,married,1,8,1015
14,married,2,8,1084
14,married,3,8,1172
14,single,0,8,662
14,single,1,8,761
14,single,2,8,883
14,single,3,8,1005
14,married,0,9,1009
14,married,1,9,1093
14,married,2,9,1162
14,married,3,9,1251
14,single,0,9,741
14,single,1,9,840
14,single,2,9,963
14,single,3,9,1085
14,married,0,10,1061
14,married,1,10,1145
14,married,2,10,1214
14,married,3,10,1304
14,single,0,10,793
14,single,1,10,892
14,single,2,10,1015
14,single,3,10,1139
14,married,0,11,1125
14,married,1,11,1209
14,married,2,11,1278
14,married,3,11,1368
14,single,0,11,857
14,single,1,11,957
14,single,2,11,1081
14,single,3,11,1204
14,married,0,12,1239
14,married,1,12,1324
14,married,2,12,1392
14,married,3,12,1484
14,single,0,12,973
14,single,1,12,1073
14,single,2,12,1198
14,single,3,12,1322
14,married,0,13,1411
14,married,1,13,1495
14,married,2,13,1564
14,married,3,13,1658
14,single,0,13,1146
14,single,1,13,1247
14,single,2,13,1373
14,single,3,13,1499
14,married,0,14,1434
14,married,1,14,1518
14,married,2,14,1587
14,married,3,14,1681
14,single,0,14,1168
14,single,1,14,1269
14,single,2,14,1396
14,single,3,14,1522
15,married,0,1,623
15,married,1,1,725
15,married,2,1,793
15,married,3,1,903
15,single,0,1,337
15,single,1,1,450
15,single,2,1,570
15,single,3,1,706
15,married,0,2,623
15,married,1,2,725
15,married,2,2,793
15,married,3,2,903
15,single,0,2,353
15,single,1,2,450
15,single,2,2,570
15,single,3,2,706
15,married,0,3,640
15,married,1,3,725
15,married,2,3,793
15,married,3,3,903
15,single,0,3,369
15,single,1,3,467
15,single,2,3,586
15,single,3,3,706
15,married,0,4,665
15,married,1,4,750
15,married,2,4,819
15,married,3,4,903
15,single,0,4,395
15,single,1,4,492
15,single,2,4,612
15,single,3,4,732
15,married,0,5,705
15,married,1,5,790
15,married,2,5,859
15,married,3,5,944
15,single,0,5,435
15,single,1,5,533
15,single,2,5,653
15,single,3,5,774
15,married,0,6,766
15,married,1,6,851
15,married,2,6,920
15,married,3,6,1005
15,single,0,6,496
15,single,1,6,595
15,single,2,6,715
15,single,3,6,836
15,married,0,7,855
15,married,1,7,939
15,married,2,7,1008
15,married,3,7,1095
15,single,0,7,585
15,single,1,7,684
15,single,2,7,805
15,single,3,7,927
15,married,0,8,931
15,married,1,8,1015
15,married,2,8,1084
15,married,3,8,1172
15,single,0,8,662
15,single,1,8,761
15,single,2,8,883
15,single,3,8,1005
15,married,0,9,1009
15,married,1,9,1093
15,married,2,9,1162
15,married,3,9,1251
15,single,0,9,741
15,single,1,9,840
15,single,2,9,963
15,single,3,9,1085
15,married,0,10,1061
15,married,1,10,1145
15,married,2,10,1214
15,married,3,10,1304
15,single,0,10,793
15,single,1,10,892
15,single,2,10,1015
15,single,3,10,1139
15,married,0,11,1125
15,married,1,11,1209
15,married,2,11,1278
15,married,3,11,1368
15,single,0,11,857
15,single,1,11,957
15,single,2,11,1081
15,single,3,11,1204
15,married,0,12,1239
15,married,1,12,1324
15,married,2,12,1392
15,married,3,12,1484
15,single,0,12,973
15,single,1,12,1073
15,single,2,12,1198
15,single,3,12,1322
15,married,0,13,1411
15,married,1,13,1495
15,married,2,13,1564
15,married,3,13,1658
15,single,0,13,1146
15,single,1,13,1247
15,single,2,13,1373
15,single,3,13,1499
15,married,0,14,1434
15,married,1,14,1518
15,married,2,14,1587
15,married,3,14,1681
15,single,0,14,1168
15,single,1,14,1269
15,single,2,14,1396
15,single,3,14,1522
16,married,0,1,596
16,married,1,1,698
16,married,2,1,766
16,married,3,1,872
16,single,0,1,309
16,single,1,1,424
16,single,2,1,544
16,single,3,1,680
16,married,0,2,596
16,married,1,2,698
16,married,2,2,766
16,married,3,2,872
16,single,0,2,325
16,single,1,2,424
16,single,2,2,544
16,single,3,2,680
16,married,0,3,612
16,married,1,3,698
16,married,2,3,766
16,married,3,3,872
16,single,0,3,341
16,single,1,3,440
16,single,2,3,560
16,single,3,3,680
16,married,0,4,637
16,married,1,4,723
16,married,2,4,792
16,married,3,4,872
16,single,0,4,367
16,single,1,4,466
16,single,2,4,586
16,single,3,4,706
16,married,0,5,678
16,married,1,5,764
16,married,2,5,832
16,married,3,5,913
16,single,0,5,408
16,single,1,5,507
16,single,2,5,627
16,single,3,5,747
16,married,0,6,738
16,married,1,6,824
16,married,2,6,893
16,married,3,6,975
16,single,0,6,469
16,single,1,6,568
16,single,2,6,689
16,single,3,6,810
16,married,0,7,827
16,married,1,7,913
16,married,2,7,981
16,married,3,7,1064
16,single,0,7,558
16,single,1,7,658
16,single,2,7,779
16,single,3,7,901
16,married,0,8,903
16,married,1,8,989
16,married,2,8,1057
16,married,3,8,1141
16,single,0,8,634
16,single,1,8,735
16,single,2,8,857
16,single,3,8,979
16,married,0,9,981
16,married,1,9,1067
16,married,2,9,1135
16,married,3,9,1220
16,single,0,9,713
16,single,1,9,814
16,single,2,9,936
16,single,3,9,1059
16,married,0,10,1033
16,married,1,10,1118
16,married,2,10,1187
16,married,3,10,1273
16,single,0,10,765
16,single,1,10,866
16,single,2,10,989
16,single,3,10,1112
16,married,0,11,1097
16,married,1,11,1182
16,married,2,11,1251
16,married,3,11,1337
16,single,0,11,829
16,single,1,11,931
16,single,2,11,1054
16,single,3,11,1178
16,married,0,12,1212
16,married,1,12,1297
16,married,2,12,1365
16,married,3,12,1453
16,single,0,12,945
16,single,1,12,1047
16,single,2,12,1171
16,single,3,12,1296
16,married,0,13,1384
16,married,1,13,1469
16,married,2,13,1537
16,married,3,13,1627
16,single,0,13,1118
16,single,1,13,1220
16,single,2,13,1347
16,single,3,13,1473
16,married,0,14,1406
16,married,1,14,1491
16,married,2,14,1560
16,married,3,14,1650
16,single,0,14,1140
16,single,1,14,1243
16,single,2,14,1369
16,single,3,14,1496
17,married,0,1,607
17,married,1,1,712
17,married,2,1,782
17,married,3,1,890
17,single,0,1,315
17,single,1,1,433
17,single,2,1,554
17,single,3,1,693
17,married,0,2,607
17,married,1,2,712
17,married,2,2,782
17,married,3,2,890
17,single,0,2,332
17,single,1,2,433
17,single,2,2,554
17,single,3,2,693
17,married,0,3,624
17,married,1,3,712
17,married,2,3,782
17,married,3,3,890
17,single,0,3,348
17,single,1,3,449
17,single,2,3,571
17,single,3,3,693
17,married,0,4,650
17,married,1,4,738
17,married,2,4,807
17,married,3,4,890
17,single,0,4,374
17,single,1,4,475
17,single,2,4,598
17,single,3,4,720
17,married,0,5,691
17,married,1,5,779
17,married,2,5,849
17,married,3,5,931
17,single,0,5,416
17,single,1,5,517
17,single,2,5,640
17,single,3,5,762
17,married,0,6,753
17,married,1,6,841
17,married,2,6,910
17,married,3,6,994
17,single,0,6,478
17,single,1,6,580
17,single,2,6,703
17,single,3,6,826
17,married,0,7,843
17,married,1,7,931
17,married,2,7,1001
17,married,3,7,1085
17,single,0,7,569
17,single,1,7,671
17,single,2,7,795
17,single,3,7,919
17,married,0,8,921
17,married,1,8,1008
17,married,2,8,1078
17,married,3,8,1164
17,single,0,8,647
17,single,1,8,749
17,single,2,8,874
17,single,3,8,998
17,married,0,9,1001
17,married,1,9,1088
17,married,2,9,1158
17,married,3,9,1245
17,single,0,9,727
17,single,1,9,830
17,single,2,9,955
17,single,3,9,1080
17,married,0,10,1053
17,married,1,10,1141
17,married,2,10,1211
17,married,3,10,1298
17,single,0,10,780
17,single,1,10,883
17,single,2,10,1009
17,single,3,10,1135
17,married,0,11,1119
17,married,1,11,1206
17,married,2,11,1276
17,married,3,11,1364
17,single,0,11,846
17,single,1,11,949
17,single,2,11,1075
17,single,3,11,1202
17,married,0,12,1236
17,married,1,12,1323
17,married,2,12,1393
17,married,3,12,1482
17,single,0,12,964
17,single,1,12,1068
17,single,2,12,1195
17,single,3,12,1322
17,married,0,13,1411
17,married,1,13,1498
17,married,2,13,1568
17,married,3,13,1660
17,single,0,13,1140
17,single,1,13,1245
17,single,2,13,1374
17,single,3,13,1502
17,married,0,14,1434
17,married,1,14,1521
17,married,2,14,1591
17,married,3,14,1683
17,single,0,14,1163
17,single,1,14,1268
17,single,2,14,1397
17,single,3,14,1526
